Taxonomy_node_ID	clusterName	Markers
CS202002013_167	n51	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000018417|ensembl:ENSMUSG00000025400|ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000094083
CS202002013_170	n54	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000091002|ensembl:ENSMUSG00000094083
CS202002013_176	n60	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000031772|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000034324|ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000050830|ensembl:ENSMUSG00000052353|ensembl:ENSMUSG00000061762|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000094083
CS202002013_177	n61	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000031772|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000094083
CS202002013_178	n62	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000031772|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353|ensembl:ENSMUSG00000067028|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000094083
CS202002013_184	n68	ensembl:ENSMUSG00000021708|ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000033308|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000059187|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000098097|ensembl:ENSMUSG00000100851
CS202002013_188	n72	ensembl:ENSMUSG00000034402|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000084890|ensembl:ENSMUSG00000100851
CS202002013_190	n74	ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000039037|ensembl:ENSMUSG00000040452|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851
CS202002013_191	n75	ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000039037|ensembl:ENSMUSG00000040452|ensembl:ENSMUSG00000045613|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851
CS202002013_195	n79	ensembl:ENSMUSG00000020140|ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000022206|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000068196|ensembl:ENSMUSG00000090125|ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000100851
CS202002013_201	n85	ensembl:ENSMUSG00000022231|ensembl:ENSMUSG00000027849|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000039706|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000111765
CS202002013_202	n86	ensembl:ENSMUSG00000025997|ensembl:ENSMUSG00000027849|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000111765
CS202002013_206	n90	ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000027849|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000110281|ensembl:ENSMUSG00000116029
CS202002013_208	n92	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000019935|ensembl:ENSMUSG00000028031|ensembl:ENSMUSG00000047907
CS202002013_211	n95	ensembl:ENSMUSG00000021318|ensembl:ENSMUSG00000036949
CS202002013_214	n98	ensembl:ENSMUSG00000013523|ensembl:ENSMUSG00000020422|ensembl:ENSMUSG00000115529
CS202002013_215	n99	ensembl:ENSMUSG00000015202|ensembl:ENSMUSG00000020422|ensembl:ENSMUSG00000115529
CS202002013_217	n101	ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000032841
CS202002013_218	n102	ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000032702|ensembl:ENSMUSG00000032841
CS202002013_224	n108	ensembl:ENSMUSG00000030108|ensembl:ENSMUSG00000032796|ensembl:ENSMUSG00000064294
CS202002013_225	n109	ensembl:ENSMUSG00000030108|ensembl:ENSMUSG00000032796|ensembl:ENSMUSG00000048424|ensembl:ENSMUSG00000069378
CS202002013_227	n111	ensembl:ENSMUSG00000010122|ensembl:ENSMUSG00000028487
CS202002013_228	n112	ensembl:ENSMUSG00000061171
CS202002013_231	n115	ensembl:ENSMUSG00000039109
